user_id,month,tariff,city,revenue
1000,2,smart,Санкт-Петербург,550.0
1000,3,smart,Санкт-Петербург,550.0
1000,4,smart,Санкт-Петербург,550.0
1000,5,smart,Санкт-Петербург,550.0
1000,6,smart,Санкт-Петербург,550.0
1000,7,smart,Санкт-Петербург,550.0
1000,8,smart,Санкт-Петербург,550.0
1000,9,smart,Санкт-Петербург,550.0
1000,10,smart,Санкт-Петербург,550.0
1000,12,smart,Санкт-Петербург,550.0
1001,1,smart,Казань,550.0
1001,4,smart,Казань,550.0
1001,6,smart,Казань,550.0
1001,7,smart,Казань,550.0
1001,8,smart,Казань,550.0
1001,9,smart,Казань,550.0
1001,11,smart,Казань,550.0
1001,12,smart,Казань,550.0
1002,1,ultra,Новосибирск,1950.0
1002,2,ultra,Новосибирск,1950.0
1002,3,ultra,Новосибирск,1950.0
1002,4,ultra,Новосибирск,1950.0
1002,5,ultra,Новосибирск,1950.0
1002,6,ultra,Новосибирск,1950.0
1002,7,ultra,Новосибирск,1950.0
1002,8,ultra,Новосибирск,1950.0
1002,10,ultra,Новосибирск,1950.0
1002,11,ultra,Новосибирск,1950.0
1002,12,ultra,Новосибирск,1950.0
1003,1,smart,Санкт-Петербург,550.0
1003,2,smart,Санкт-Петербург,550.0
1003,3,smart,Санкт-Петербург,550.0
1003,5,smart,Санкт-Петербург,550.0
1003,6,smart,Санкт-Петербург,550.0
1003,7,smart,Санкт-Петербург,550.0
1003,8,smart,Санкт-Петербург,550.0
1003,11,smart,Санкт-Петербург,550.0
1003,12,smart,Санкт-Петербург,550.0
1004,1,smart,Москва,550.0
1004,2,smart,Москва,550.0
1004,3,smart,Москва,550.0
1004,4,smart,Москва,550.0
1004,5,smart,Москва,550.0
1004,6,smart,Москва,550.0
1004,7,smart,Москва,550.0
1004,9,smart,Москва,550.0
1004,10,smart,Москва,550.0
1004,12,smart,Москва,550.0
1005,1,ultra,Москва,1950.0
1005,2,ultra,Москва,1950.0
1005,3,ultra,Москва,1950.0
1005,5,ultra,Москва,1950.0
1005,6,ultra,Москва,1950.0
1005,7,ultra,Москва,1950.0
1005,8,ultra,Москва,1950.0
1005,10,ultra,Москва,1950.0
1005,11,ultra,Москва,1950.0
1006,1,smart,Москва,550.0
1006,2,smart,Москва,550.0
1006,3,smart,Москва,550.0
1006,4,smart,Москва,550.0
1006,7,smart,Москва,550.0
1006,8,smart,Москва,550.0
1006,9,smart,Москва,550.0
1006,10,smart,Москва,550.0
1006,12,smart,Москва,550.0
1007,1,smart,Казань,550.0
1007,2,smart,Казань,550.0
1007,3,smart,Казань,550.0
1007,4,smart,Казань,550.0
1007,5,smart,Казань,550.0
1007,6,smart,Казань,550.0
1007,7,smart,Казань,550.0
1007,8,smart,Казань,550.0
1007,9,smart,Казань,550.0
1007,11,smart,Казань,550.0
1007,12,smart,Казань,550.0
1008,2,smart,Новосибирск,550.0
1008,4,smart,Новосибирск,550.0
1008,5,smart,Новосибирск,550.0
1008,6,smart,Новосибирск,550.0
1008,7,smart,Новосибирск,550.0
1008,9,smart,Новосибирск,550.0
1008,10,smart,Новосибирск,550.0
1008,11,smart,Новосибирск,550.0
1008,12,smart,Новосибирск,550.0
1009,1,smart,Новосибирск,550.0
1009,2,smart,Новосибирск,550.0
1009,3,smart,Новосибирск,550.0
1009,4,smart,Новосибирск,550.0
1009,5,smart,Новосибирск,550.0
1009,6,smart,Новосибирск,550.0
1009,7,smart,Новосибирск,550.0
1009,8,smart,Новосибирск,550.0
1009,9,smart,Новосибирск,550.0
1009,10,smart,Новосибирск,550.0
1009,11,smart,Новосибирск,550.0
1009,12,smart,Новосибирск,550.0
1010,1,smart,Москва,550.0
1010,2,smart,Москва,550.0
1010,4,smart,Москва,550.0
1010,6,smart,Москва,550.0
1010,7,smart,Москва,550.0
1010,8,smart,Москва,550.0
1010,9,smart,Москва,550.0
1010,11,smart,Москва,550.0
1010,12,smart,Москва,550.0
1011,1,ultra,Казань,1950.0
1011,2,ultra,Казань,1950.0
1011,3,ultra,Казань,1950.0
1011,4,ultra,Казань,1950.0
1011,5,ultra,Казань,1950.0
1011,6,ultra,Казань,1950.0
1011,7,ultra,Казань,1950.0
1011,8,ultra,Казань,1950.0
1011,9,ultra,Казань,1950.0
1011,10,ultra,Казань,1950.0
1011,11,ultra,Казань,1950.0
1011,12,ultra,Казань,1950.0
1012,1,smart,Казань,550.0
1012,3,smart,Казань,550.0
1012,4,smart,Казань,550.0
1012,5,smart,Казань,550.0
1012,6,smart,Казань,550.0
1012,7,smart,Казань,550.0
1012,8,smart,Казань,550.0
1012,9,smart,Казань,550.0
1012,10,smart,Казань,550.0
1012,11,smart,Казань,550.0
1012,12,smart,Казань,550.0
1013,1,smart,Москва,550.0
1013,2,smart,Москва,550.0
1013,4,smart,Москва,550.0
1013,6,smart,Москва,550.0
1013,7,smart,Москва,550.0
1013,8,smart,Москва,550.0
1013,9,smart,Москва,550.0
1013,10,smart,Москва,550.0
1013,11,smart,Москва,550.0
1014,1,ultra,Москва,1950.0
1014,2,ultra,Москва,1950.0
1014,3,ultra,Москва,1950.0
1014,4,ultra,Москва,1950.0
1014,8,ultra,Москва,1950.0
1014,9,ultra,Москва,1950.0
1014,10,ultra,Москва,1950.0
1014,11,ultra,Москва,1950.0
1014,12,ultra,Москва,1950.0
1015,2,ultra,Москва,1950.0
1015,3,ultra,Москва,1950.0
1015,4,ultra,Москва,1950.0
1015,5,ultra,Москва,1950.0
1015,6,ultra,Москва,1950.0
1015,7,ultra,Москва,1950.0
1015,8,ultra,Москва,1950.0
1015,9,ultra,Москва,1950.0
1015,10,ultra,Москва,1950.0
1015,11,ultra,Москва,1950.0
1015,12,ultra,Москва,1950.0
1016,1,ultra,Санкт-Петербург,1950.0
1016,2,ultra,Санкт-Петербург,1950.0
1016,3,ultra,Санкт-Петербург,1950.0
1016,4,ultra,Санкт-Петербург,1950.0
1016,5,ultra,Санкт-Петербург,1950.0
1016,6,ultra,Санкт-Петербург,1950.0
1016,7,ultra,Санкт-Петербург,1950.0
1016,8,ultra,Санкт-Петербург,1950.0
1016,10,ultra,Санкт-Петербург,1950.0
1016,11,ultra,Санкт-Петербург,1950.0
1016,12,ultra,Санкт-Петербург,1950.0
1017,1,smart,Санкт-Петербург,550.0
1017,2,smart,Санкт-Петербург,550.0
1017,3,smart,Санкт-Петербург,550.0
1017,4,smart,Санкт-Петербург,550.0
1017,5,smart,Санкт-Петербург,550.0
1017,6,smart,Санкт-Петербург,550.0
1017,7,smart,Санкт-Петербург,550.0
1017,8,smart,Санкт-Петербург,550.0
1017,9,smart,Санкт-Петербург,550.0
1017,10,smart,Санкт-Петербург,550.0
1017,11,smart,Санкт-Петербург,550.0
1017,12,smart,Санкт-Петербург,550.0
1018,1,smart,Санкт-Петербург,550.0
1018,3,smart,Санкт-Петербург,550.0
1018,4,smart,Санкт-Петербург,550.0
1018,5,smart,Санкт-Петербург,550.0
1018,6,smart,Санкт-Петербург,550.0
1018,7,smart,Санкт-Петербург,550.0
1018,8,smart,Санкт-Петербург,550.0
1018,10,smart,Санкт-Петербург,550.0
1018,11,smart,Санкт-Петербург,550.0
1018,12,smart,Санкт-Петербург,550.0
1019,1,ultra,Москва,1950.0
1019,2,ultra,Москва,1950.0
1019,4,ultra,Москва,1950.0
1019,6,ultra,Москва,1950.0
1019,7,ultra,Москва,1950.0
1019,9,ultra,Москва,1950.0
1019,12,ultra,Москва,1950.0
1020,1,smart,Новосибирск,550.0
1020,2,smart,Новосибирск,550.0
1020,3,smart,Новосибирск,550.0
1020,4,smart,Новосибирск,550.0
1020,5,smart,Новосибирск,550.0
1020,6,smart,Новосибирск,550.0
1020,7,smart,Новосибирск,550.0
1020,8,smart,Новосибирск,550.0
1020,10,smart,Новосибирск,550.0
1020,11,smart,Новосибирск,550.0
1020,12,smart,Новосибирск,550.0
1021,1,ultra,Москва,1950.0
1021,3,ultra,Москва,1950.0
1021,5,ultra,Москва,1950.0
1021,6,ultra,Москва,1950.0
1021,7,ultra,Москва,1950.0
1021,8,ultra,Москва,1950.0
1021,9,ultra,Москва,1950.0
1021,10,ultra,Москва,1950.0
1021,11,ultra,Москва,1950.0
1021,12,ultra,Москва,1950.0
1022,1,smart,Москва,550.0
1022,2,smart,Москва,550.0
1022,3,smart,Москва,550.0
1022,4,smart,Москва,550.0
1022,6,smart,Москва,550.0
1022,11,smart,Москва,550.0
1022,12,smart,Москва,550.0
1023,1,smart,Санкт-Петербург,550.0
1023,2,smart,Санкт-Петербург,550.0
1023,3,smart,Санкт-Петербург,550.0
1023,4,smart,Санкт-Петербург,550.0
1023,6,smart,Санкт-Петербург,550.0
1023,7,smart,Санкт-Петербург,550.0
1023,9,smart,Санкт-Петербург,550.0
1023,10,smart,Санкт-Петербург,550.0
1023,11,smart,Санкт-Петербург,550.0
1024,1,smart,Санкт-Петербург,550.0
1024,2,smart,Санкт-Петербург,550.0
1024,3,smart,Санкт-Петербург,550.0
1024,4,smart,Санкт-Петербург,550.0
1024,5,smart,Санкт-Петербург,550.0
1024,7,smart,Санкт-Петербург,550.0
1024,8,smart,Санкт-Петербург,550.0
1024,9,smart,Санкт-Петербург,550.0
1024,10,smart,Санкт-Петербург,550.0
1024,11,smart,Санкт-Петербург,550.0
1024,12,smart,Санкт-Петербург,550.0
1025,1,ultra,Новосибирск,1950.0
1025,2,ultra,Новосибирск,1950.0
1025,3,ultra,Новосибирск,1950.0
1025,4,ultra,Новосибирск,1950.0
1025,5,ultra,Новосибирск,1950.0
1025,6,ultra,Новосибирск,1950.0
1025,7,ultra,Новосибирск,1950.0
1025,8,ultra,Новосибирск,1950.0
1025,9,ultra,Новосибирск,1950.0
1025,10,ultra,Новосибирск,1950.0
1025,11,ultra,Новосибирск,1950.0
1025,12,ultra,Новосибирск,1950.0
1026,1,ultra,Москва,1950.0
1026,2,ultra,Москва,1950.0
1026,4,ultra,Москва,1950.0
1026,5,ultra,Москва,1950.0
1026,7,ultra,Москва,1950.0
1026,8,ultra,Москва,1950.0
1026,10,ultra,Москва,1950.0
1026,11,ultra,Москва,1950.0
1026,12,ultra,Москва,1950.0
1027,2,ultra,Санкт-Петербург,1950.0
1027,3,ultra,Санкт-Петербург,1950.0
1027,4,ultra,Санкт-Петербург,1950.0
1027,5,ultra,Санкт-Петербург,1950.0
1027,6,ultra,Санкт-Петербург,1950.0
1027,7,ultra,Санкт-Петербург,1950.0
1027,8,ultra,Санкт-Петербург,1950.0
1027,9,ultra,Санкт-Петербург,1950.0
1027,10,ultra,Санкт-Петербург,1950.0
1027,11,ultra,Санкт-Петербург,1950.0
1028,1,ultra,Санкт-Петербург,1950.0
1028,3,ultra,Санкт-Петербург,1950.0
1028,4,ultra,Санкт-Петербург,1950.0
1028,5,ultra,Санкт-Петербург,1950.0
1028,6,ultra,Санкт-Петербург,1950.0
1028,7,ultra,Санкт-Петербург,1950.0
1028,9,ultra,Санкт-Петербург,1950.0
1028,10,ultra,Санкт-Петербург,1950.0
1028,11,ultra,Санкт-Петербург,1950.0
1028,12,ultra,Санкт-Петербург,1950.0
1029,1,smart,Москва,550.0
1029,2,smart,Москва,550.0
1029,4,smart,Москва,550.0
1029,5,smart,Москва,550.0
1029,6,smart,Москва,550.0
1029,7,smart,Москва,550.0
1029,8,smart,Москва,550.0
1029,9,smart,Москва,550.0
1029,10,smart,Москва,550.0
1029,11,smart,Москва,550.0
1029,12,smart,Москва,550.0
1030,2,smart,Новосибирск,550.0
1030,3,smart,Новосибирск,550.0
1030,5,smart,Новосибирск,550.0
1030,6,smart,Новосибирск,550.0
1030,7,smart,Новосибирск,550.0
1030,8,smart,Новосибирск,550.0
1030,9,smart,Новосибирск,550.0
1030,10,smart,Новосибирск,550.0
1030,11,smart,Новосибирск,550.0
1030,12,smart,Новосибирск,550.0
1031,1,smart,Москва,550.0
1031,3,smart,Москва,550.0
1031,4,smart,Москва,550.0
1031,5,smart,Москва,550.0
1031,6,smart,Москва,550.0
1031,7,smart,Москва,550.0
1031,8,smart,Москва,550.0
1031,9,smart,Москва,550.0
1031,11,smart,Москва,550.0
1031,12,smart,Москва,550.0
1032,2,smart,Москва,550.0
1032,6,smart,Москва,550.0
1032,12,smart,Москва,550.0
1033,2,smart,Казань,550.0
1033,3,smart,Казань,550.0
1033,4,smart,Казань,550.0
1033,5,smart,Казань,550.0
1033,6,smart,Казань,550.0
1033,7,smart,Казань,550.0
1033,8,smart,Казань,550.0
1033,9,smart,Казань,550.0
1033,11,smart,Казань,550.0
1033,12,smart,Казань,550.0
1034,1,smart,Казань,550.0
1034,2,smart,Казань,550.0
1034,3,smart,Казань,550.0
1034,4,smart,Казань,550.0
1034,5,smart,Казань,550.0
1034,6,smart,Казань,550.0
1034,8,smart,Казань,550.0
1034,9,smart,Казань,550.0
1034,10,smart,Казань,550.0
1034,12,smart,Казань,550.0
1035,2,smart,Казань,550.0
1035,3,smart,Казань,550.0
